Gemeinde,Ort,PLZ,Strasse / Nr.,Ensemble,Objekt,GVZ Nr.,Einstufung,Festsetzung,Erlass,Schutz,Grundbucheintrag
Weiningen (ZH),Weiningen,8104,Hettlerstrasse 5,Weiningen (ZH): Dozentensiedlung Im Hettler,Wohnhaus,25100580,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Weiningen (ZH),Weiningen,8104,Hettlerstrasse 7,Weiningen (ZH): Dozentensiedlung Im Hettler,Wohnhaus,25100581,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Weiningen (ZH),Weiningen,8104,Hettlerstrasse 9,Weiningen (ZH): Dozentensiedlung Im Hettler,Wohnhaus,25100582,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Weiningen (ZH),Weiningen,8104,Hogerswiesstrasse 7,Weiningen (ZH): Dozentensiedlung Im Hettler,Wohnhaus,25100589,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Weiningen (ZH),Weiningen,8104,Hogerwiesstrasse 11,Weiningen (ZH): Dozentensiedlung Im Hettler,Wohnhaus,25100565,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Weiningen (ZH),Weiningen,8104,Hogerwiesstrasse 3,Weiningen (ZH): Dozentensiedlung Im Hettler,Wohnhaus,25100583,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Weiningen (ZH),Weiningen,8104,Hogerwiesstrasse 5,Weiningen (ZH): Dozentensiedlung Im Hettler,Wohnhaus,25100584,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Weiningen (ZH),Weiningen,8104,Hogerwiesstrasse 9,Weiningen (ZH): Dozentensiedlung Im Hettler,Wohnhaus,25100590,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Weiningen (ZH),Weiningen,8104,Oberdorfstrasse 8,,Wohnhaus,25100020,-,,,PD,30/11/1982
Weiningen (ZH),Weiningen,8104,Regensdorferstrasse 12,Weiningen (ZH): Kirchenbezirk,Ref. Pfarrhaus,25100023,kantonal,19/12/1979,"RRB 1625/1984 Limmattal, RRB 5113/1979 Liste Kanton",-,
Weiningen (ZH),Weiningen,8104,Regensdorferstrasse 12.1,Weiningen (ZH): Kirchenbezirk,Ref. Kirche,25100024,kantonal,19/12/1979,"RRB 1625/1984 Limmattal, RRB 5113/1979 Liste Kanton",PD,15/6/1990
Weiningen (ZH),Weiningen,8104,Regensdorferstrasse 9,,Ehem. Gerichtsherrenschloss,25100026,kantonal,19/12/1979,"RRB Nr. 5113/1979 Liste, RRB 1625/1984 Inventarblatt, AREV Nr. 0848/2019 Inventarblatt",PD,25/1/1982
Weiningen (ZH),Weiningen,8104,Zürcherstrasse 1,,Gasthof «Zum Löwen»,25100048,regional,19/12/1979,"RRB 1625/1984 Limmattal, RRB 5113/1979 Liste Kanton",PD,5/9/1984
Weiningen (ZH),Weiningen,8104,Zürcherstrasse 5,Weiningen (ZH): Ehem. Bauernhaus mit Nebengebäude,Hausteil 2,25100054,-,,,PD,4/2/1977
Weiningen (ZH),Weiningen,8104,Zürcherstrasse 6,,Wohnhaus,25100125,-,,,PD,3/9/1979
Weiningen (ZH),Weiningen ZH,8104,Hettlerstrasse 5.1,Weiningen (ZH): Dozentensiedlung Im Hettler,Garage,25100562,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Weiningen (ZH),Weiningen ZH,8104,Hettlerstrasse 5.2,Weiningen (ZH): Dozentensiedlung Im Hettler,Garage,25100624,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Weiningen (ZH),Weiningen ZH,8104,Hettlerstrasse 5.3,Weiningen (ZH): Dozentensiedlung Im Hettler,Garage,25100625,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Weiningen (ZH),Weiningen ZH,8104,Hettlerstrasse 5.4,Weiningen (ZH): Dozentensiedlung Im Hettler,Garage,25100626,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Weiningen (ZH),Weiningen ZH,8104,Hettlerstrasse 5.5,Weiningen (ZH): Dozentensiedlung Im Hettler,Garage,25100627,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Weiningen (ZH),Weiningen ZH,8104,Hettlerstrasse 5.6,Weiningen (ZH): Dozentensiedlung Im Hettler,Garage,25100628,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Weiningen (ZH),Weiningen ZH,8104,Hogerwiesstrasse 3.1,Weiningen (ZH): Dozentensiedlung Im Hettler,Garage,25100623,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Weiningen (ZH),Weiningen ZH,8104,Hogerwiesstrasse 3.2,Weiningen (ZH): Dozentensiedlung Im Hettler,Garage,25100622,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Weiningen (ZH),Weiningen ZH,8104,Hogerwiesstrasse 3.3,Weiningen (ZH): Dozentensiedlung Im Hettler,Garage,25100621,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Weiningen (ZH),Weiningen ZH,8104,Hogerwiesstrasse 3.4,Weiningen (ZH): Dozentensiedlung Im Hettler,Garage,25100620,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Weiningen (ZH),Weiningen ZH,8104,Hogerwiesstrasse 3.5,Weiningen (ZH): Dozentensiedlung Im Hettler,Garage,25100579,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Weiningen (ZH),Weiningen ZH,,,Weiningen (ZH): Dozentensiedlung Im Hettler,Umgebungsgestaltung,,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Weiningen (ZH),,,Friedhofstrasse,,Friedhof,,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Weisslingen,Rikon,8486,Schwendi 24,,Bauernhaus,18000015,-,,,PD,22/12/1976
Weisslingen,Weisslingen,8484,Dettenriederstrasse 25,,"Kirche, ref.",18000582,regional,19/12/1979,RRB 5113/1979 Liste Kanton,-,
Weisslingen,Weisslingen,8484,Dettenriederstrasse 27,,"Pfarrhaus, ref.",18000580,-,,,PD,3/7/1985
Weisslingen,Weisslingen,8484,Dorfstrasse 11,"Weisslingen: Textilfabrik Moos, ehem.",Kosthaus,18000768,regional,,,-,
Weisslingen,Weisslingen,8484,Dorfstrasse 63 bei,Weisslingen: Ehem. Mühle Tobel,Ehem. Dorfbrunnen,18000454,-,,,PD,25/9/1978
Weisslingen,Weisslingen,8484,Illnauerstrasse 13,Weisslingen: Flarz-Mehrzweckreihenhaus im Chupf,Hausteil 1,18000713,regional,19/12/1979,RRB 5113/1979 Liste Kanton,-,
Weisslingen,Weisslingen,8484,Illnauerstrasse 15,Weisslingen: Flarz-Mehrzweckreihenhaus im Chupf,Hausteil 2,18000715,regional,19/12/1979,RRB 5113/1979 Liste Kanton,-,
Weisslingen,Weisslingen,8484,Lendikon 39,Weisslingen: Bauernhaus,Hausteil 1,18000246,-,,,PD,2/9/1977
Weisslingen,Weisslingen,8484,Lendikon 40,,Hausteil 1+2,18000245,-,,,PD,2/9/1977
Weisslingen,Weisslingen,8484,Strehlgasse 1,Weisslingen: Kosthaus,Hausteil 1,18001219,regional,,,PD,13/12/1991
Weisslingen,Weisslingen,8484,Strehlgasse 3,Weisslingen: Kosthaus,Hausteil 2,18000754,regional,,,PD,13/12/1991
Weisslingen,Weisslingen,8484,Strehlgasse 5,Weisslingen: Kosthaus,Hausteil 3,18001217,regional,,,PD,13/12/1991
Weisslingen,Weisslingen,8484,Strehlgasse 7,,Kleinbauernhaus,18000752,regional,19/12/1979,RRB 5113/1979 Liste Kanton,PD,7/7/1982
Weisslingen,Weisslingen,8484,Theiligerstrasse 60,Weisslingen: Kleinbauernflarzhaus,Hausteil 2+3,18000339,-,,,PD,9/1/1995
Wettswil am Albis,Wettswil am Albis,8907,Dettenbühlstrasse 2; Schulstrasse 10,Wettswil am Albis: Primarschulanlage Mettlen,Schulhaus Mettlen I,1400268,regional,13/11/2017,AREV Nr. 1446/2017 Liste und Inventarblatt,-,
Wettswil am Albis,Wettswil am Albis,8907,Dettenbühlstrasse 4,Wettswil am Albis: Primarschulanlage Mettlen,Schulhaus Mettlen II,1400335,regional,13/11/2017,AREV Nr. 1446/2017 Liste und Inventarblatt,-,
Wettswil am Albis,Wettswil am Albis,8907,Schulstrasse 8,Wettswil am Albis: Primarschulanlage Mettlen,Turnhalle Mettlen II,1400336,regional,13/11/2017,AREV Nr. 1446/2017 Liste und Inventarblatt,-,
Wettswil am Albis,Wettswil am Albis,8907,Stationsstrasse 1,Wettswil am Albis: Vielzweckbauernhaus mit Wagenschopf,Vielzweckbauernhaus,1400060,regional,13/11/2017,AREV Nr. 1446/2017 Liste und Inventarblatt,-,
Wettswil am Albis,Wettswil am Albis,8907,Stationsstrasse 1 bei,Wettswil am Albis: Vielzweckbauernhaus mit Wagenschopf,Wagenschopf,1400059,regional,13/11/2017,AREV Nr. 1446/2017 Liste und Inventarblatt,-,
Wetzikon (ZH),Wetzikon,8620,Bachtelstrasse 6,Wetzikon (ZH): Oberstufenschulanlage Bachtel,Altes Schulhaus,12100593,regional,,,PD,18/11/2014
Wetzikon (ZH),Wetzikon,8620,Bahnhofstrasse 1,Wetzikon (ZH): Bahnhofanlage Wetzikon,Bahnhof SBB Station Wetzikon,12101367,regional,,,-,
Wetzikon (ZH),Wetzikon,8620,Bahnhofstrasse 133,,"Kirche, ref.",12100624,kantonal,19/12/1979,"RRB Nr. 5113/1979 Liste Kanton, RRB Nr. 3488/1987 Zürcher Oberland",PD,16/6/1980
Wetzikon (ZH),Wetzikon,8620,Bahnhofstrasse 134,Wetzikon (ZH): Schloss Wetzikon,Schlossgebäude,12100711,kantonal,19/12/1979,"RRB Nr. 5113/1979 Liste Kanton, RRB Nr. 3488/1987 Zürcher Oberland",PD,30/8/1991
Wetzikon (ZH),Wetzikon,8620,Bahnhofstrasse 134 bei,Wetzikon (ZH): Schloss Wetzikon,ehem. Salzhaus,12100712,kantonal,19/12/1979,"RRB Nr. 5113/1979 Liste Kanton, RRB Nr. 3488/1987 Zürcher Oberland",-,
Wetzikon (ZH),Wetzikon,8620,Bahnhofstrasse 167,,Stadthaus,12100709,regional,,,-,
Wetzikon (ZH),Wetzikon,8620,Bahnhofstrasse 2,Wetzikon (ZH): Ehem. Fabrikantenvilla «Villa Gubelmann» mit Nebengebäude,Villa,12101516,kantonal,19/12/1979,"RRB Nr. 5113/1979 Liste Kanton, RRB Nr. 3488/1987 Zürcher Oberland",PD,8/5/2000
Wetzikon (ZH),Wetzikon,8620,Bahnhofstrasse 205,,Wohnhaus,12100561,-,,,ÖREB,26/4/2014
Wetzikon (ZH),Wetzikon,8620,Bahnhofstrasse 3,,Bankgebäude,12101581,-,,,PD,17/2/1999
Wetzikon (ZH),Wetzikon,8620,Bahnhofstrasse 86,Wetzikon (ZH): Flarzhaus,Hausteil 1,12100734,-,,,PD,31/12/1977
Wetzikon (ZH),Wetzikon,8620,Bahnhofstrasse 88,Wetzikon (ZH): Flarzhaus,Hausteil 2,12100735,-,,,PD,31/12/1977
Wetzikon (ZH),Wetzikon,8620,Bühlstrasse 29a; Bühlstrasse 29b; Bühlstrasse 29c; Bühlstrasse 29d,,ehem. Doppelbauernhaus,12101485,-,,,PD,20/5/1976
Wetzikon (ZH),Wetzikon,8620,Bühlstrasse 36; Kantonsschulstrasse 15,Wetzikon (ZH): Kantonsschule Zürcher Oberland,Hauptgebäude,12102530,regional,,,-,
Wetzikon (ZH),Wetzikon,8620,Dorfstrasse 46,,Wohnhaus,12101037,-,,,PD,4/9/1979
Wetzikon (ZH),Wetzikon,8623,Eichholzstrasse 10,"Bäretswil/Wetzikon (ZH): Wasserkraftanlage Kemptnertobel; Wetzikon (ZH): Wasserkraftanlage der ehem. mech. Werkstätte Caspar Stucky, heute Wohnhaus mit Büro, Lager und Werkstätte (Bestandteil der Wasserkraftanlage Kemptnertobel)",Wohnhaus mit Werkstatt,12100437,regional,,,-,
Wetzikon (ZH),Wetzikon,8620; 8623,Emmetschloo,,"Ehem. Bahnhof der Uerikon-Bauma-Bahn (UeBB), Station Ettenhausen-Emmetschloo",12100134,regional,,,-,
Wetzikon (ZH),Wetzikon,8620,Farbstrasse 1,,Wohnhaus,12100633,-,,,PD,23/8/1985
Wetzikon (ZH),Wetzikon,8620,Grubenstrasse 30,Wetzikon (ZH): Fabrikantenvilla «Zum Schlössli» mit Gartenanlage und Nebengebäuden,Ehem. Magazingebäude,12101580,regional,19/12/1979,"RRB Nr. 5113/1979 Liste Kanton, RRB Nr. 3488/1987 Zürcher Oberland",-,
Wetzikon (ZH),Wetzikon,8620,Grubenstrasse 34,Wetzikon (ZH): Fabrikantenvilla «Zum Schlössli» mit Gartenanlage und Nebengebäuden,Fabrikantenvilla «Zum Schlössli»,12101551,regional,19/12/1979,"RRB Nr. 5113/1979 Liste Kanton, RRB Nr. 3488/1987 Zürcher Oberland",ÖREB,18/7/2014
Wetzikon (ZH),Wetzikon,8620,Grundstrasse 10; Grundstrasse 6; Grundstrasse 8,,Wohnhaus,12101143,-,,,PD,21/10/2000
Wetzikon (ZH),Wetzikon,8620,Juheestrasse 28,Wetzikon (ZH): Fabrikantenvilla Windegg,Villa «Windegg»,12101174,regional,19/12/1979,"RRB Nr. 5113/1979 Liste Kanton, RRB Nr. 3488/1987 Zürcher Oberland",PD,10/3/1997
Wetzikon (ZH),Wetzikon,8620,Kantonsschulstrasse 17,Wetzikon (ZH): Kantonsschule Zürcher Oberland,Spezialtrakt,12102531,regional,,,-,
Wetzikon (ZH),Wetzikon,8620,Kantonsschulstrasse 20,Wetzikon (ZH): Kantonsschule Zürcher Oberland,Turnhalle,12102532,regional,,,-,
Wetzikon (ZH),Wetzikon,8620,Kantonsschulstrasse 6; Leutholdstrasse 5,Wetzikon (ZH): Ehem. Fabrikantenvilla «Villa Gubelmann» mit Nebengebäude,Ehem. Ökonomiegebäude mit Scheune und Stallungen,12101503,kantonal,19/12/1979,"RRB Nr. 5113/1979 Liste Kanton, RRB Nr. 3488/1987 Zürcher Oberland",ÖREB,18/5/1995
Wetzikon (ZH),Wetzikon,8620,Messikommerstrasse 12,Wetzikon (ZH): Katholische Kirchgemeinde St. Franzikus,"Kirche, kath. St. Franzikus",12101998,regional,19/12/1979,"RRB Nr. 5113/1979 Liste Kanton, RRB Nr. 3488/1987 Zürcher Oberland",-,
Wetzikon (ZH),Wetzikon,8620,Morgenstrasse 30,Wetzikon (ZH): Doppelwohnhaus,Hausteil 2,12101395,regional,19/12/1979,"RRB Nr. 5113/1979 Liste Kanton, RRB Nr. 3488/1987 Zürcher Oberland",PD,3/11/1997
Wetzikon (ZH),Wetzikon,8620,Morgenstrasse 32,Wetzikon (ZH): Doppelwohnhaus,Hausteil 1,12101394,regional,19/12/1979,"RRB Nr. 5113/1979 Liste Kanton, RRB Nr. 3488/1987 Zürcher Oberland",PD,11/11/1997
Wetzikon (ZH),Wetzikon,8623,Mühlestrasse 25,"Bäretswil/Wetzikon (ZH): Wasserkraftanlage Kemptnertobel; Wetzikon (ZH): Wasserkraftanlage der ehem. Mühle Kempten mit Nebenmühle (Öle), Säge und Wasserkraftanlagen (Bestandteil der Wasserkraftanlage Kemptnertobel)",Scheune,12100223,regional,,,-,
Wetzikon (ZH),Wetzikon,8623,Mühlestrasse 26,"Bäretswil/Wetzikon (ZH): Wasserkraftanlage Kemptnertobel; Wetzikon (ZH): Wasserkraftanlage der ehem. Mühle Kempten mit Nebenmühle (Öle), Säge und Wasserkraftanlagen (Bestandteil der Wasserkraftanlage Kemptnertobel)",Wohnhaus mit Gewerbe,12100222,regional,,,-,
Wetzikon (ZH),Wetzikon,8623,Mühlestrasse 27,"Bäretswil/Wetzikon (ZH): Wasserkraftanlage Kemptnertobel; Wetzikon (ZH): Wasserkraftanlage der ehem. Mühle Kempten mit Nebenmühle (Öle), Säge und Wasserkraftanlagen (Bestandteil der Wasserkraftanlage Kemptnertobel)",Wohnhaus mit Gewerbe,12100218,regional,,,-,
Wetzikon (ZH),Wetzikon,8623,Mühlestrasse 28,"Bäretswil/Wetzikon (ZH): Wasserkraftanlage Kemptnertobel; Wetzikon (ZH): Wasserkraftanlage der ehem. Mühle Kempten mit Nebenmühle (Öle), Säge und Wasserkraftanlagen (Bestandteil der Wasserkraftanlage Kemptnertobel)",Wohnhaus mit Schopf,12100221,regional,,,-,
Wetzikon (ZH),Wetzikon,8623,Pfäffikerstrasse 4,Wetzikon (ZH): Gasthof Ochsen,Ehem. Stallscheune,12100421,regional,19/12/1979,"RRB Nr. 5113/1979 Liste Kanton, RRB Nr. 3488/1987 Zürcher Oberland",-,
Wetzikon (ZH),Wetzikon,8620,Sandbühlstrasse 12,,Kindergarten Stegen,12100929,regional,,,-,
Wetzikon (ZH),Wetzikon,8620,Schönaustrasse 11; Schönaustrasse 13,Wetzikon (ZH): Ehem. Spinnerei Schönau,Ehem. Wohnhaus mit Zwischenbau,12100875,regional,4/11/1987,RRB Nr. 3488/1987 Zürcher Oberland,PD,29/1/1992
Wetzikon (ZH),Wetzikon,8620,Schönaustrasse 15 bei,Wetzikon (ZH): Ehem. Spinnerei Schönau,"Ehem. Gaswerk mit Remisen, Magazin und Schreinerei",12100880,regional,4/11/1987,RRB Nr. 3488/1987 Zürcher Oberland,-,
Wetzikon (ZH),Wetzikon,8620,Schönaustrasse 15 bei,Wetzikon (ZH): Ehem. Spinnerei Schönau,Magazingebäude,12100881,regional,4/11/1987,RRB Nr. 3488/1987 Zürcher Oberland,-,
Wetzikon (ZH),Wetzikon,8620,Schönaustrasse 17 bei,Wetzikon (ZH): Ehem. Spinnerei Schönau,Staubhaus,12100879,regional,4/11/1987,RRB Nr. 3488/1987 Zürcher Oberland,-,
Wetzikon (ZH),Wetzikon,8620,Schönaustrasse 17 bei,Wetzikon (ZH): Ehem. Spinnerei Schönau,Velounterstand,12102061,regional,4/11/1987,RRB Nr. 3488/1987 Zürcher Oberland,-,
Wetzikon (ZH),Wetzikon,8623,Stationsstrasse 19,Wetzikon (ZH): Bahnhofanlage Wetzikon-Kempten,Aufnahmegebäude mit Güterschuppen,12100338,regional,,,-,
Wetzikon (ZH),Wetzikon,8620,Strandbadstrasse 7,,Hausteil 1,12100676,-,,,PD,13/10/1978
Wetzikon (ZH),Wetzikon,8623,Tobelweg 9,Bäretswil/Wetzikon (ZH): Wasserkraftanlage Kemptnertobel,Fabrikgebäude,12100211,regional,,,-,
Wetzikon (ZH),Wetzikon,8623,Tösstalstrasse 1,Wetzikon (ZH): Gasthof Ochsen,Gasthaus,12100422,regional,19/12/1979,"RRB Nr. 5113/1979 Liste Kanton, RRB Nr. 3488/1987 Zürcher Oberland",ÖREB,4/12/2000
Wetzikon (ZH),Wetzikon,8623,Tösstalstrasse 18,Wetzikon (ZH): Junkerhaus,Wohnhaus,12100261,kantonal,19/12/1979,"RRB Nr. 5113/1979 Liste, RRB Nr. 3488/1987 Inventarblatt",ÖREB,8/5/1989
Wetzikon (ZH),Wetzikon,8623,Tösstalstrasse 18 bei,Wetzikon (ZH): Junkerhaus,Scheune,12100260,kantonal,27/4/1989,BDV Nr. 478/1989 Einzelfestsetzung aufgrund Unterschutzstellung ohne Inventarblatt,ÖREB,8/5/1989
Wetzikon (ZH),Wetzikon,8623,Tösstalstrasse 36a,Wetzikon (ZH): Werkjahr Kempten,Schulhaus,12100258,-,,,PD,3/12/1982
Wetzikon (ZH),Wetzikon,8623,Tösstalstrasse 36c,Wetzikon (ZH): Werkjahr Kempten,Schulhaus,12100548,-,,,PD,3/12/1982
Wetzikon (ZH),Wetzikon,8620,Turnhallenstrasse 9,Wetzikon (ZH): Oberstufenschulanlage Bachtel,Ehem. Turnhalle,12101850,regional,,,-,
Wetzikon (ZH),Wetzikon,8620,Usterstrasse 102; Usterstrasse 104; Usterstrasse 90; Usterstrasse 92; Usterstrasse 94; Usterstrasse 96; Usterstrasse 100; Usterstrasse 88; Usterstrasse 98,Wetzikon (ZH): «Stegenmühle»,Ehem. Mühle «Stegenmühle»,12100892,regional,6/7/2018,BDV Nr. 0336/2018 Einzeleinstufung,ÖREB,1/11/2018
Wetzikon (ZH),Wetzikon,8620,Usterstrasse 139,,Schulhaus,12101900,regional,,,-,
Wetzikon (ZH),Wetzikon,8620,Usterstrasse 200,Wetzikon (ZH): Spinnerei Floos,Wohn- und Kontorhaus,12101158,regional,4/11/1987,RRB Nr. 3488/1987 Zürcher Oberland,PD,1/3/2000
Wetzikon (ZH),Wetzikon,8620,Usterstrasse 200 bei,Wetzikon (ZH): Spinnerei Floos,Magazin mit Stützmauern,12101094,regional,4/11/1987,RRB Nr. 3488/1987 Zürcher Oberland,-,
Wetzikon (ZH),Wetzikon,8620,Usterstrasse 202,Wetzikon (ZH): Spinnerei Floos,"Fabrikgebäude, sog. «Spinnerei Floos 1»",12101159,regional,4/11/1987,RRB Nr. 3488/1987 Zürcher Oberland,PD,30/1/2001
Wetzikon (ZH),Wetzikon,8620,Usterstrasse 202 bei,Wetzikon (ZH): Spinnerei Floos,Magazin/Ölkeller mit Stützmauern,12101161,regional,4/11/1987,RRB Nr. 3488/1987 Zürcher Oberland,-,
Wetzikon (ZH),Wetzikon,8620,Usterstrasse 206,Wetzikon (ZH): Spinnerei Floos; Wetzikon (ZH): Wasserkraftanlage der ehem. Spinnerei Floss,"Fabrikgebäude, sog. «Spinnerei Floos 2»",12101160,regional,4/11/1987,RRB Nr. 3488/1987 Zürcher Oberland,PD,13/4/1992
Wetzikon (ZH),Wetzikon,8620,Usterstrasse 206 bei,Wetzikon (ZH): Spinnerei Floos,Werkstattgebäude mit Schmiede und Schreinerei,12101162,regional,4/11/1987,RRB Nr. 3488/1987 Zürcher Oberland,-,
Wetzikon (ZH),Wetzikon,8623,Wallenbachstrasse 8,,Wohnhaus mit ehem. Schmiede,12100424,regional,19/8/1998,BDV Nr. 572/1998 Einzelfestsetzung aufgrund Unterschutzstellung ohne Inventarblatt,ÖREB,13/1/1999
Wetzikon (ZH),Wetzikon,8620,Weststrasse 32,Wetzikon (ZH): Ehem. Fabrikantenvilla Dürsteler mit Schopf,Ehem. Fabrikantenvilla,12100799,regional,19/12/1979,"RRB Nr. 5113/1979 Liste Kanton, RRB Nr. 3488/1987 Zürcher Oberland",PD,24/10/1994
Wetzikon (ZH),Wetzikon,8620,Weststrasse 32 bei,Wetzikon (ZH): Ehem. Fabrikantenvilla Dürsteler mit Schopf,Schopf,12100977,regional,19/12/1979,"RRB Nr. 5113/1979 Liste Kanton, RRB Nr. 3488/1987 Zürcher Oberland",-,
Wetzikon (ZH),Wetzikon,8620,Zürcherstrasse 119,Wetzikon (ZH): Spinnerei Floos,Werkgebäude/Magazin,12101170,regional,4/11/1987,RRB Nr. 3488/1987 Zürcher Oberland,ÖREB,5/1/2018
Wetzikon (ZH),Wetzikon,8620,Zürcherstrasse 120,Wetzikon (ZH): Spinnerei Floos,Kosthaus,12101167,regional,4/11/1987,RRB Nr. 3488/1987 Zürcher Oberland,PD,1/3/2000
Wetzikon (ZH),Wetzikon,8620,Zürcherstrasse 120 bei,Wetzikon (ZH): Spinnerei Floos,Schopf,12101166,regional,4/11/1987,RRB Nr. 3488/1987 Zürcher Oberland,-,
Wetzikon (ZH),Wetzikon,8620,Zürcherstrasse 121,Wetzikon (ZH): Spinnerei Floos,Remise mit Wohnungen,12101923,regional,4/11/1987,RRB Nr. 3488/1987 Zürcher Oberland,PD,11/2/2002
Wetzikon (ZH),Wetzikon,8620,Zürcherstrasse 40,"Wetzikon (ZH): Ehem. Giesserei Honegger, Kulturfabrik",Fabrikhauptbau mit Turbinenturm,12100833,regional,,,-,
Wetzikon (ZH),Wetzikon,8620,Zürcherstrasse 40 bei,"Wetzikon (ZH): Ehem. Giesserei Honegger, Kulturfabrik",Werkstattgebäude,12100832,regional,,,-,
Wetzikon (ZH),Wetzikon,8620,Zürcherstrasse 42,"Wetzikon (ZH): Ehem. Giesserei Honegger, Kulturfabrik",Wohnhaus,12100839,regional,,,-,
Wetzikon (ZH),Wetzikon,8620,Zürcherstrasse 45,Wetzikon (ZH): Ehem. Zwirnerei/Färberei Medikon,Ehem. Fabrikantenvilla,12100843,regional,,,-,
Wetzikon (ZH),Wetzikon,8620,Zürcherstrasse 47; Zürcherstrasse 47b,Wetzikon (ZH): Ehem. Zwirnerei/Färberei Medikon,Fabrikhauptbau mit Turbinenhaus,12100854,regional,,,-,
Wetzikon (ZH),Wetzikon,8620,Zürcherstrasse 90,Wetzikon (ZH): Fabrikantenvilla «Erica» mit Nebengebäuden und Gartenanlage,Ehem. Kutscherhaus,12101914,kantonal,19/12/1979,"RRB Nr. 5113/1979 Liste Kanton, RRB Nr. 3488/1987 Zürcher Oberland",PD,17/7/1996
Wetzikon (ZH),Wetzikon,8620,Zürcherstrasse 90 bei,Wetzikon (ZH): Fabrikantenvilla «Erica» mit Nebengebäuden und Gartenanlage,Ehem. Stallungen,12101915,kantonal,19/12/1979,"RRB Nr. 5113/1979 Liste Kanton, RRB Nr. 3488/1987 Zürcher Oberland",PD,17/7/1996
Wetzikon (ZH),Wetzikon,8620,Zürcherstrasse 90 bei; Zürcherstrasse 92 bei,Wetzikon (ZH): Fabrikantenvilla «Erica» mit Nebengebäuden und Gartenanlage,Garten,,kantonal,19/12/1979,"RRB Nr. 5113/1979 Liste Kanton, RRB Nr. 3488/1987 Zürcher Oberland",ÖREB,12/1/1996
Wetzikon (ZH),Wetzikon,8620,Zürcherstrasse 92,Wetzikon (ZH): Fabrikantenvilla «Erica» mit Nebengebäuden und Gartenanlage,Ehem. Fabrikantenvilla «Erica»,12101150,kantonal,19/12/1979,"RRB Nr. 5113/1979 Liste Kanton, RRB Nr. 3488/1987 Zürcher Oberland",ÖREB,12/1/1996
Wetzikon (ZH),Wetzikon,8620,Zürcherstrasse 96,Wetzikon (ZH): Fabrikantenvilla «Erica» mit Nebengebäuden und Gartenanlage,Ehem. Waschhaus,12101179,kantonal,19/12/1979,"RRB Nr. 5113/1979 Liste Kanton, RRB Nr. 3488/1987 Zürcher Oberland",PD,16/2/1994
Wetzikon (ZH),Wetzikon ZH,8620,Kantonsschulstrasse 20 bei,Wetzikon (ZH): Kantonsschule Zürcher Oberland,Doppelturnhalle,12102532,regional,,,-,
Wetzikon (ZH),Wetzikon ZH,8620,Kantonsschulstrasse 20 bei,Wetzikon (ZH): Kantonsschule Zürcher Oberland,Doppelturnhalle,12102532,regional,,,-,
Wetzikon (ZH),Wetzikon ZH,8620,Schönaustrasse 15,Wetzikon (ZH): Ehem. Spinnerei Schönau,Ehem. Spinnereihauptbau,12100875,regional,4/11/1987,RRB Nr. 3488/1987 Zürcher Oberland,PD,29/1/1992
Wetzikon (ZH),Wetzikon ZH,8620,Schönaustrasse 17,Wetzikon (ZH): Ehem. Spinnerei Schönau; Wetzikon (ZH): Wasserrecht WR Hinwil 159,6 Turbine,,regional,4/11/1987,RRB Nr. 3488/1987 Zürcher Oberland,-,
Wetzikon (ZH),Wetzikon ZH,8620,Schönaustrasse 17,Wetzikon (ZH): Ehem. Spinnerei Schönau,Turbinenhaus,12100875,regional,4/11/1987,RRB Nr. 3488/1987 Zürcher Oberland,PD,29/1/1992
Wetzikon (ZH),Wetzikon ZH,8620,Schönaustrasse 19,Wetzikon (ZH): Ehem. Spinnerei Schönau,Ehem. Kesselhaus,12100875,regional,4/11/1987,RRB Nr. 3488/1987 Zürcher Oberland,PD,29/1/1992
